domain,label,confidence,text_score,vision_score,reasons,image_count,error,started_at,finished_at,stage_used,nav_count,heading_count
copenhagencartel.com,Bodywear Leaning,0.495,0.0,0.55,vision_screenshot:0.55;text_extraction_failed,1,,2025-11-07T13:26:47.276628,2025-11-07T13:27:01.800665,playwright,0,0
strongerlabel.com,Bodywear Leaning,0.495,0.0,0.55,vision_screenshot:0.55;text_extraction_failed,1,,2025-11-07T17:03:04.433116,2025-11-07T17:03:13.680715,playwright,0,0
deardenier.dk,Bodywear Leaning,0.475,0.8,0.15,bodywear:slip;vision_screenshot:0.15,1,,2025-11-07T16:22:35.275590,2025-11-07T16:22:39.373350,http+vision,50,4
rodasoleil.shop,Bodywear Leaning,0.4666666666666667,0.2833333333333333,0.65,bodywear:swimwear;generalist:accessories;vision_screenshot:0.65,1,,2025-11-07T14:36:24.443157,2025-11-07T14:36:28.683376,http+vision,18,0
suami.eu,Bodywear Leaning,0.4659090909090909,0.2818181818181818,0.65,"bodywear:swimwear;generalist:kids,home;vision_screenshot:0.65",1,,2025-11-07T17:28:23.247138,2025-11-07T17:28:26.722484,http+vision,69,5
huberholding.com,Bodywear Leaning,0.4625,0.4625,,bodywear:bodywear;generalist:home,0,,2025-11-07T16:31:15.201106,2025-11-07T16:31:35.193934,firecrawl,21,0
grupodocor.com,Bodywear Leaning,0.4609375,0.721875,0.2,"bodywear:swimwear,bikini,bañador;generalist:kids,accessories;vision_screenshot:0.20",1,,2025-11-07T16:21:47.063684,2025-11-07T16:21:51.391854,http+vision,93,10
blancheporte.fr,Bodywear Leaning,0.4530172413793103,0.6060344827586207,0.3,"bodywear:lingerie,pyjama,sous-vêtements,soutien-gorge,culotte;generalist:accessoires,chaussures,maison;vision_screenshot:0.30",1,,2025-11-07T12:13:19.861294,2025-11-07T12:14:17.926687,http+vision,135,6
aruelle.com,Bodywear Leaning,0.45,0.45,,"bodywear:underwear,pajamas;generalist:home",0,,2025-11-07T16:05:33.095326,2025-11-07T16:05:34.131158,http,19,4
dstm.co,Bodywear Leaning,0.4425,0.785,0.1,"bodywear:lingerie,swimwear,bodywear;generalist:accessories;vision_screenshot:0.10",1,,2025-11-07T14:31:43.048729,2025-11-07T14:31:47.663248,http+vision,10,9
damart.fr,Bodywear Leaning,0.4395833333333333,0.6291666666666667,0.25,"bodywear:lingerie,sous-vêtements,maillots,nuit;generalist:manteaux,vestes,chaussures;vision_screenshot:0.25",1,,2025-11-07T12:22:26.691143,2025-11-07T12:22:30.674066,http+vision,53,1
daxon.fr,Bodywear Leaning,0.4266304347826087,0.7532608695652174,0.1,"bodywear:lingerie,slip,pyjama,sous-vêtements,soutien-gorge;generalist:accessoires,chaussures,baskets;vision_screenshot:0.10",1,,2025-11-07T17:10:02.836718,2025-11-07T17:11:03.019746,http+vision,94,4
undress-code.com,Bodywear Leaning,0.4225806451612903,0.7451612903225806,0.1,"bodywear:lingerie,bras,panties,swim;generalist:jackets,accessories;vision_screenshot:0.10",1,,2025-11-07T12:56:54.359844,2025-11-07T12:57:01.307446,http+vision,91,9
item-m6.com,Bodywear Leaning,0.4211538461538462,0.3923076923076923,0.45,"bodywear:shapewear;generalist:jeans,beauty;vision_screenshot:0.45",1,,2025-11-07T12:28:10.394311,2025-11-07T12:28:18.152341,http+vision,54,10
indesmalla.com,Bodywear Leaning,0.4197674418604651,0.7895348837209303,0.05,bodywear:lingerie;generalist:outerwear;vision_screenshot:0.05,1,,2025-11-07T16:17:29.361967,2025-11-07T16:17:34.196104,http+vision,81,9
carlross.de,Bodywear Leaning,0.4166666666666667,0.2833333333333333,0.55,bodywear:nachtwäsche;generalist:home;vision_screenshot:0.55,1,,2025-11-07T16:19:43.091157,2025-11-07T16:19:47.583154,http+vision,13,1
liebaert.com,Bodywear Leaning,0.413,0.776,0.05,bodywear:lingerie;generalist:home;vision_screenshot:0.05,1,,2025-11-07T15:17:24.428075,2025-11-07T15:18:24.797746,http+vision,68,1
trigema.de,Bodywear Leaning,0.408,0.408,,"bodywear:underwear,nightwear,swimwear;generalist:jackets,accessoires",0,,2025-11-07T16:41:47.524595,2025-11-07T16:41:51.784625,http,145,9
209mare.com,Bodywear Leaning,0.405,0.0,0.45,vision_screenshot:0.45;text_extraction_failed,1,,2025-11-07T12:09:58.581609,2025-11-07T12:10:12.904122,playwright,0,0
missmary.se,Bodywear Leaning,0.405,0.0,0.45,vision_screenshot:0.45;text_extraction_failed,1,,2025-11-07T17:02:30.448139,2025-11-07T17:02:34.596336,playwright,0,0
girlsmusthave.com,Bodywear Leaning,0.4,0.8,0.0,bodywear:swim;vision_screenshot:0.00,1,,2025-11-07T16:12:27.956446,2025-11-07T16:12:31.830313,http+vision,77,4
simone-perele.fr,Bodywear Leaning,0.4,0.8,0.0,"bodywear:lingerie,shapewear,loungewear,nuit;generalist:accessoires;vision_screenshot:0.00",1,,2025-11-07T16:20:14.615669,2025-11-07T16:20:18.470334,http+vision,146,10
wacoallingerie.com,Pure Bodywear,0.9950248756218906,0.9950248756218906,,"bodywear:lingerie,bras,briefs,nightwear,shapewear",0,,2025-11-07T13:22:51.699160,2025-11-07T13:22:54.142937,http,146,10
elomilingerie.com,Pure Bodywear,0.9948453608247424,0.9948453608247424,,"bodywear:lingerie,bras,briefs,swimwear,swim",0,,2025-11-07T13:27:39.524149,2025-11-07T13:27:42.416807,http,146,10
beachnbeyond.com,Pure Bodywear,0.9942857142857144,0.9942857142857144,,bodywear:bikini,0,,2025-11-07T16:17:02.248546,2025-11-07T16:17:02.853830,http,150,7
wacoallingerie.fr,Pure Bodywear,0.9942196531791908,0.9942196531791908,,"bodywear:lingerie,shapewear,slips,nuit",0,,2025-11-07T16:10:51.882648,2025-11-07T16:11:14.552989,http,146,10
freyalingerie.com,Pure Bodywear,0.9935483870967742,0.9935483870967742,,"bodywear:lingerie,bras,briefs,nightwear,swimwear",0,,2025-11-07T12:25:07.885520,2025-11-07T12:25:09.451136,http,149,10
doralarsen.com,Pure Bodywear,0.9932432432432432,0.9932432432432432,,"bodywear:lingerie,bras,briefs,swim,bikini",0,,2025-11-07T12:22:59.665173,2025-11-07T12:23:00.521166,http,124,9
piege-lingerie.com,Pure Bodywear,0.98989898989899,0.98989898989899,,"bodywear:shapewear,slip,boxer,string,tanga",0,,2025-11-07T13:21:28.128041,2025-11-07T13:21:31.776822,http,108,10
huit.com,Pure Bodywear,0.989010989010989,0.989010989010989,,"bodywear:lingerie,underwear,bra,bras,nightwear",0,,2025-11-07T14:28:18.983211,2025-11-07T14:28:19.966472,http,99,8
valnue.com,Pure Bodywear,0.9882352941176472,0.9882352941176472,,"bodywear:lingerie,bra,bras,sleepwear,swimwear",0,,2025-11-07T14:42:25.078091,2025-11-07T14:42:25.774664,http,109,10
triumph-jo.com,Pure Bodywear,0.9878048780487804,0.9878048780487804,,"bodywear:bra,bras,briefs,shapewear,swimwear",0,,2025-11-07T13:12:06.107965,2025-11-07T13:12:06.506007,http,119,10
playfulpromises.com,Pure Bodywear,0.9868098159509202,0.9868098159509202,,"bodywear:lingerie,underwear,bra,bras,briefs;generalist:outerwear",0,,2025-11-07T13:10:57.471814,2025-11-07T13:10:59.124278,http,95,7
livera.nl,Pure Bodywear,0.9864864864864864,0.9864864864864864,,"bodywear:lingerie,shapewear,loungewear,boxers,bh",0,,2025-11-07T12:34:14.726559,2025-11-07T12:34:16.099067,http,61,5
boeckmann-mode.de,Pure Bodywear,0.9859154929577464,0.9859154929577464,,bodywear:lingerie,0,,2025-11-07T16:51:18.133643,2025-11-07T16:51:19.363716,http,92,10
pourmoi.co.uk,Pure Bodywear,0.9857615894039736,0.9857615894039736,,"bodywear:lingerie,bras,nightwear,shapewear,hosiery;generalist:outerwear",0,,2025-11-07T13:11:08.971933,2025-11-07T13:11:10.112170,http,95,10
olly-lingerie.com,Pure Bodywear,0.9830508474576272,0.9830508474576272,,"bodywear:lingerie,maillots",0,,2025-11-07T12:37:36.511336,2025-11-07T12:37:37.113757,http,65,8
hom.com,Pure Bodywear,0.9803921568627452,0.9803921568627452,,"bodywear:pyjamas,loungewear,boxers,slips,sous-vêtements",0,,2025-11-07T13:28:19.490879,2025-11-07T13:28:27.398859,http,91,10
fashionshopping.dk,Pure Bodywear,0.9803921568627452,0.9803921568627452,,bodywear:bh,0,,2025-11-07T17:16:22.086104,2025-11-07T17:16:23.385797,http,41,9
femilet.dk,Pure Bodywear,0.979591836734694,0.979591836734694,,bodywear:bh,0,,2025-11-07T12:24:30.201705,2025-11-07T12:24:31.478636,http,63,5
bluelemon.ch,Pure Bodywear,0.979591836734694,0.979591836734694,,"bodywear:lingerie,underwear,swimwear,loungewear",0,,2025-11-07T16:29:44.028496,2025-11-07T16:29:44.769271,http,130,10
hunkemoller.nl,Pure Bodywear,0.979591836734694,0.979591836734694,,"bodywear:lingerie,bra,bodywear,bh,slips",0,,2025-11-07T17:11:26.936325,2025-11-07T17:11:27.231811,http,43,10
calida.com,Pure Bodywear,0.9791666666666666,0.9791666666666666,,"bodywear:underwear,bra,bras,briefs,nightwear",0,,2025-11-07T13:03:07.435455,2025-11-07T13:03:08.198057,http,97,5
kikidm.com,Pure Bodywear,0.9791666666666666,0.9791666666666666,,"bodywear:lingerie,bra,bras,panties,pajamas",0,,2025-11-07T13:15:28.062505,2025-11-07T13:15:29.222938,http,100,9
prettypolly.co.uk,Pure Bodywear,0.9787234042553192,0.9787234042553192,,"bodywear:lingerie,shapewear,hosiery",0,,2025-11-07T13:11:10.365211,2025-11-07T13:11:11.087055,http,100,10
louisabracq.com,Pure Bodywear,0.9782608695652174,0.9782608695652174,,"bodywear:bra,bras,briefs,panties,boxer",0,,2025-11-07T12:34:16.460059,2025-11-07T12:34:17.100242,http,90,10
softrevolt.com,Pure Bodywear,0.9782608695652174,0.9782608695652174,,"bodywear:bh,slip,slips,string",0,,2025-11-07T13:22:18.244965,2025-11-07T13:22:19.504112,http,76,9
simoneperele.com,Pure Bodywear,0.9782608695652174,0.9782608695652174,,"bodywear:lingerie,bras,briefs,panties,shapewear",0,,2025-11-07T14:02:00.517071,2025-11-07T14:02:04.110195,http,148,8
huber-bodywear.com,Pure Bodywear,0.9777777777777776,0.9777777777777776,,"bodywear:shapewear,loungewear,slips,unterwäsche,nachtwäsche",0,,2025-11-07T16:27:46.000275,2025-11-07T16:27:46.381032,http,91,7
felina.com,Pure Bodywear,0.9772727272727272,0.9772727272727272,,"bodywear:lingerie,bra,bras,panties,sleepwear",0,,2025-11-07T14:14:56.728181,2025-11-07T14:14:57.376430,http,141,10
cdlp.com,Pure Bodywear,0.9772727272727272,0.9772727272727272,,"bodywear:underwear,bras,swimwear,swim,boxer",0,,2025-11-07T16:28:59.879828,2025-11-07T16:29:00.592447,http,49,5
rosmelingerie.com,Pure Bodywear,0.9761904761904762,0.9761904761904762,,"bodywear:underwear,bras,briefs,nightwear,pajamas",0,,2025-11-07T16:21:19.817112,2025-11-07T16:21:21.119776,http,103,10
skiny.com,Pure Bodywear,0.975,0.975,,"bodywear:loungewear,slips,pyjama,unterwäsche,nachtwäsche",0,,2025-11-07T12:41:26.117468,2025-11-07T12:41:26.876206,http,91,9
speidel-lingerie.de,Pure Bodywear,0.975,0.975,,"bodywear:shapewear,bh,slip,slips,string",0,,2025-11-07T16:31:35.552044,2025-11-07T16:31:35.883495,http,54,8
speidelshop.com,Pure Bodywear,0.975,0.975,,"bodywear:shapewear,bh,slip,slips,string",0,,2025-11-07T16:39:48.399626,2025-11-07T16:39:48.616388,http,54,8
marliesdekkers.com,Pure Bodywear,0.9736,0.9736,,"bodywear:lingerie,bras,briefs,bikini,tanga;generalist:accessories",0,,2025-11-07T12:35:30.976980,2025-11-07T12:35:31.686791,http,100,6
comfyballs.no,Pure Bodywear,0.972972972972973,0.972972972972973,,"bodywear:bh,string,hipster",0,,2025-11-07T16:36:51.549512,2025-11-07T16:36:52.001330,http,112,10
fantasie.com,Pure Bodywear,0.9723602484472048,0.9723602484472048,,"bodywear:lingerie,underwear,bras,nightwear,swimwear;generalist:accessories",0,,2025-11-07T13:08:11.228742,2025-11-07T13:08:13.374263,http,149,10
abecita.se,Pure Bodywear,0.9714285714285714,0.9714285714285714,,"bodywear:underwear,bra,bras,panties,swimwear",0,,2025-11-07T13:23:06.499448,2025-11-07T13:23:07.341348,http,98,10
cadolle.com,Pure Bodywear,0.9714285714285714,0.9714285714285714,,"bodywear:lingerie,bras,briefs,panties,pyjamas",0,,2025-11-07T14:29:52.587904,2025-11-07T14:29:53.638777,http,44,1
boutique-arthur.com,Pure Bodywear,0.9713333333333334,0.9713333333333334,,"bodywear:pyjamas,boxers,slips,pyjama,sous-vêtements;generalist:maison",0,,2025-11-07T12:11:42.992417,2025-11-07T12:11:44.001569,http,150,7
arthur.fr,Pure Bodywear,0.9713333333333334,0.9713333333333334,,"bodywear:pyjamas,boxers,slips,pyjama,sous-vêtements;generalist:maison",0,,2025-11-07T14:08:52.679258,2025-11-07T14:08:53.293746,http,150,7
moretta.biz,Pure Bodywear,0.9696969696969696,0.9696969696969696,,"bodywear:slip,boxer",0,,2025-11-07T13:20:41.971867,2025-11-07T13:20:45.389412,http,84,0
swegmark.se,Pure Bodywear,0.9696969696969696,0.9696969696969696,,bodywear:bh,0,,2025-11-07T14:02:09.580004,2025-11-07T14:02:10.345435,http,94,10
lingerieroomofficial.co.uk,Pure Bodywear,0.9696969696969696,0.9696969696969696,,"bodywear:lingerie,bras,briefs,nightwear,knickers",0,,2025-11-07T14:28:05.656638,2025-11-07T14:28:06.567777,http,54,9
agdastudios.com,Pure Bodywear,0.96875,0.96875,,"bodywear:swimwear,bikini",0,,2025-11-07T16:04:23.049248,2025-11-07T16:04:23.506986,http,33,10
us.chantelle.com,Pure Bodywear,0.967741935483871,0.967741935483871,,"bodywear:bra,bras,panties,bikini,thong",0,,2025-11-07T12:21:24.649007,2025-11-07T12:21:25.093675,http,104,8
byrroselingerie.com,Pure Bodywear,0.967741935483871,0.967741935483871,,bodywear:lingerie,0,,2025-11-07T13:21:38.564345,2025-11-07T13:21:39.547785,http,37,9
ambassador1867.com,Pure Bodywear,0.967741935483871,0.967741935483871,,"bodywear:pyjamas,boxershorts",0,,2025-11-07T16:11:22.495197,2025-11-07T16:11:23.778261,http,96,10
marcandandre.com,Pure Bodywear,0.9666666666666668,0.9666666666666668,,"bodywear:lingerie,loungewear",0,,2025-11-07T16:21:13.564709,2025-11-07T16:21:17.952520,http,30,8
bluebella.com,Pure Bodywear,0.9660305343511448,0.9660305343511448,,"bodywear:lingerie,bra,bras,nightwear,swimwear;generalist:accessories",0,,2025-11-07T12:14:18.429299,2025-11-07T12:14:19.245565,http,146,9
scandale.com,Pure Bodywear,0.9647540983606556,0.9647540983606556,,"bodywear:lingerie,string,tanga,soutien-gorge,culotte;generalist:maison",0,,2025-11-07T16:09:30.945479,2025-11-07T16:09:31.731934,http,94,10
eminence.fr,Pure Bodywear,0.9642857142857144,0.9642857142857144,,"bodywear:pyjamas,boxers,slips,sous-vêtements",0,,2025-11-07T13:27:42.941957,2025-11-07T13:27:50.816143,http,50,8
simone-perele.com,Pure Bodywear,0.9638211382113822,0.9638211382113822,,"bodywear:lingerie,bras,panties,nightwear,shapewear;generalist:accessories",0,,2025-11-07T13:11:29.846445,2025-11-07T13:11:30.406280,http,144,8
rougegorge.com,Pure Bodywear,0.9632231404958678,0.9632231404958678,,"bodywear:lingerie,pyjamas,sous-vêtements,soutien-gorge,maillot de bain;generalist:vestes",0,,2025-11-07T12:39:11.520650,2025-11-07T12:39:39.101829,http,133,1
modibodi.co.uk,Pure Bodywear,0.9629629629629628,0.9629629629629628,,"bodywear:lingerie,underwear,bras,briefs,sleepwear",0,,2025-11-07T13:20:39.654500,2025-11-07T13:20:41.583519,http,94,10
cybele-lingerie.de,Pure Bodywear,0.96,0.96,,bodywear:bras,0,,2025-11-07T12:22:23.838422,2025-11-07T12:22:24.693972,http,50,1
naturana.com,Pure Bodywear,0.96,0.96,,bodywear:bras,0,,2025-11-07T12:36:29.743111,2025-11-07T12:36:31.433137,http,50,1
naturana.de,Pure Bodywear,0.96,0.96,,bodywear:bras,0,,2025-11-07T16:10:37.587798,2025-11-07T16:10:39.167553,http,50,1
lovane-lingerie.com,Pure Bodywear,0.96,0.96,,"bodywear:lingerie,culotte,maillots,shorty",0,,2025-11-07T16:18:52.224279,2025-11-07T16:18:53.044863,http,70,9
ulla.de,Pure Bodywear,0.96,0.96,,"bodywear:lingerie,bh,slips,dessous,bademode",0,,2025-11-07T16:31:14.251522,2025-11-07T16:31:14.923112,http,65,5
annadiva.nl,Pure Bodywear,0.9585185185185184,0.9585185185185184,,"bodywear:lingerie,swim,bikini,ondergoed,bh;generalist:accessoires,sieraden",0,,2025-11-07T13:02:31.332518,2025-11-07T13:02:31.897738,http,62,2
goldenhourlingerie.com,Pure Bodywear,0.9583333333333334,0.9583333333333334,,"bodywear:lingerie,soutien-gorge,culotte",0,,2025-11-07T13:14:52.672665,2025-11-07T13:14:53.725300,http,26,7
ladymate.com,Pure Bodywear,0.9565789473684212,0.9565789473684212,,"bodywear:lingerie,underwear,bra,bras,briefs;generalist:home",0,,2025-11-07T17:31:38.247310,2025-11-07T17:31:39.892641,http,99,1
carami.it,Pure Bodywear,0.9565217391304348,0.9565217391304348,,"bodywear:loungewear,slip,culotte,intimo,reggiseno",0,,2025-11-07T16:17:03.117194,2025-11-07T16:17:03.788072,http,78,9
fleurofengland.com,Pure Bodywear,0.9552,0.9552,,"bodywear:lingerie,bras,briefs,nightwear,hosiery;generalist:accessories",0,,2025-11-07T13:14:31.545117,2025-11-07T13:14:35.751407,http,93,7
jockey.de,Pure Bodywear,0.9523809523809524,0.9523809523809524,,"bodywear:bras,briefs,boxers,trunks,boxer",0,,2025-11-07T13:08:57.086802,2025-11-07T13:08:57.805299,http,54,9
wolflingerie.com,Pure Bodywear,0.9523809523809524,0.9523809523809524,,bodywear:lingerie,0,,2025-11-07T13:12:26.621824,2025-11-07T13:12:27.410022,http,24,7
dot76.it,Pure Bodywear,0.9523809523809524,0.9523809523809524,,bodywear:lingerie,0,,2025-11-07T13:13:54.165320,2025-11-07T13:13:55.371077,http,117,8
eu.hofsilk.com,Pure Bodywear,0.9523809523809524,0.9523809523809524,,"bodywear:lingerie,bras,panties,pyjamas,swimwear",0,,2025-11-07T14:42:24.213584,2025-11-07T14:42:24.819666,http,33,1
kalyora.com,Pure Bodywear,0.9523809523809524,0.9523809523809524,,bodywear:swimwear,0,,2025-11-07T16:19:15.079484,2025-11-07T16:19:15.995543,http,140,10
seafolly.com,Pure Bodywear,0.9511363636363636,0.9511363636363636,,"bodywear:swimwear,swim,bikini,hipster;generalist:accessories",0,,2025-11-07T16:39:46.627762,2025-11-07T16:39:47.610815,http,99,10
beliza.fr,Pure Bodywear,0.95,0.95,,"bodywear:lingerie,swimwear,maillot de bain",0,,2025-11-07T12:12:32.526663,2025-11-07T12:12:33.518480,http,23,9
dorina.com,Pure Bodywear,0.95,0.95,,"bodywear:lingerie,bras,briefs,sleepwear,loungewear",0,,2025-11-07T12:22:24.958026,2025-11-07T12:22:25.510909,http,60,6
undiz.com,Pure Bodywear,0.95,0.95,,"bodywear:lingerie,pyjamas;generalist:accessoires",0,,2025-11-07T13:12:07.880694,2025-11-07T13:12:08.446779,http,97,4
roesch-fashion.com,Pure Bodywear,0.95,0.95,,"bodywear:pyjamas,loungewear,nachtwäsche,bademode",0,,2025-11-07T16:19:54.166980,2025-11-07T16:19:54.403039,http,102,10
roesch-fashion.de,Pure Bodywear,0.95,0.95,,"bodywear:pyjamas,loungewear,nachtwäsche,bademode",0,,2025-11-07T16:39:36.216423,2025-11-07T16:39:36.748457,http,102,10
lingeriebycoco.com,Pure Bodywear,0.947560975609756,0.947560975609756,,"bodywear:lingerie,bra,panties,loungewear;generalist:accessories",0,,2025-11-07T13:13:40.422041,2025-11-07T13:13:41.228708,http,27,8
lovable.it,Pure Bodywear,0.9473684210526316,0.9473684210526316,,"bodywear:slip,boxer,intimo,reggiseno",0,,2025-11-07T12:34:26.689111,2025-11-07T12:34:27.490718,http,52,4
davidnieper.co.uk,Pure Bodywear,0.9473684210526316,0.9473684210526316,,"bodywear:lingerie,nightwear",0,,2025-11-07T17:04:00.139015,2025-11-07T17:04:00.468282,http,20,8
bellycloud.com,Pure Bodywear,0.9473684210526316,0.9473684210526316,,"bodywear:shapewear,slip,slips",0,,2025-11-07T17:19:35.018459,2025-11-07T17:19:35.521891,http,16,10
davidgandywellwear.com,Pure Bodywear,0.9444444444444444,0.9444444444444444,,"bodywear:underwear,pyjamas,swim",0,,2025-11-07T12:22:36.608629,2025-11-07T12:22:37.492380,http,106,9
heist-studios.com,Pure Bodywear,0.9444444444444444,0.9444444444444444,,"bodywear:underwear,briefs,shapewear,slips",0,,2025-11-07T14:29:58.930532,2025-11-07T14:30:01.332192,http,54,9
esquisse-lingerie.com,Pure Bodywear,0.9444444444444444,0.9444444444444444,,"bodywear:lingerie,maillots",0,,2025-11-07T16:18:55.638407,2025-11-07T16:18:56.385087,http,20,4
byebra.com,Pure Bodywear,0.9443661971830986,0.9443661971830986,,"bodywear:underwear,bras,shapewear;generalist:accessories",0,,2025-11-07T13:26:35.856309,2025-11-07T13:26:38.295147,http,147,10
lingerielanouvelle.com,Pure Bodywear,0.9434210526315788,0.9434210526315788,,"bodywear:lingerie,sous-vêtements;generalist:kids",0,,2025-11-07T16:19:47.900652,2025-11-07T16:19:48.291339,http,48,4
pierrerobert.no,Pure Bodywear,0.9411764705882352,0.9411764705882352,,bodywear:boxer,0,,2025-11-07T12:38:39.130807,2025-11-07T12:38:39.487185,http,45,1
bestform-lingerie.com,Pure Bodywear,0.9411764705882352,0.9411764705882352,,"bodywear:lingerie,soutien-gorge",0,,2025-11-07T13:12:52.520100,2025-11-07T13:12:53.444256,http,14,10
verdiani.it,Pure Bodywear,0.9411764705882352,0.9411764705882352,,"bodywear:nightwear,loungewear",0,,2025-11-07T13:22:43.912734,2025-11-07T13:22:47.992494,http,73,10
xintima.com,Pure Bodywear,0.9411764705882352,0.9411764705882352,,"bodywear:nightwear,pyjamas,pyjama",0,,2025-11-07T16:10:06.789343,2025-11-07T16:10:08.098246,http,85,10
coco-de-mer.com,Pure Bodywear,0.9411764705882352,0.9411764705882352,,"bodywear:lingerie,bra,bras,nightwear,hosiery",0,,2025-11-07T16:19:25.440369,2025-11-07T16:19:25.929222,http,51,10
boxerman.de,Pure Bodywear,0.9411764705882352,0.9411764705882352,,"bodywear:briefs,trunks,slips,boxershorts,boxer",0,,2025-11-07T16:28:15.153197,2025-11-07T16:28:15.307995,http,52,0
houseofdesire.com,Pure Bodywear,0.9402777777777778,0.9402777777777778,,"bodywear:lingerie,bra,panties;generalist:accessories",0,,2025-11-07T16:17:13.251934,2025-11-07T16:17:14.001997,http,85,10
bouxavenue.com,Pure Bodywear,0.9402654867256638,0.9402654867256638,,"bodywear:lingerie,underwear,bra,bras,nightwear;generalist:kids,accessories",0,,2025-11-07T13:02:43.267994,2025-11-07T13:03:04.493204,http,92,4
eu.triumph.com,Pure Bodywear,0.9385714285714284,0.9385714285714284,,"bodywear:lingerie,bh,slips;generalist:accessories",0,,2025-11-07T12:56:35.560246,2025-11-07T12:56:36.234653,http,46,10
triumph.com,Pure Bodywear,0.9385714285714284,0.9385714285714284,,"bodywear:lingerie,bh,slips;generalist:accessories",0,,2025-11-07T14:02:10.663238,2025-11-07T14:02:11.603890,http,46,10
jakosportkleding.nl,Pure Bodywear,0.9375,0.9375,,"bodywear:underwear,sokken",0,,2025-11-07T12:28:46.874925,2025-11-07T12:28:47.566790,http,100,4
21mars.com,Pure Bodywear,0.9375,0.9375,,"bodywear:lingerie,sous-vêtements,soutien-gorge,culotte,shorty",0,,2025-11-07T13:12:29.204513,2025-11-07T13:12:30.422408,http,68,10
seliarichwood.com,Pure Bodywear,0.9375,0.9375,,"bodywear:lingerie,bras,panties,sleepwear,swimwear",0,,2025-11-07T16:06:31.974285,2025-11-07T16:06:32.452820,http,119,8
charlott.fr,Pure Bodywear,0.9375,0.9375,,bodywear:lingerie,0,,2025-11-07T17:24:16.007079,2025-11-07T17:24:17.254479,http,37,10
darjeeling.fr,Pure Bodywear,0.9333333333333332,0.9333333333333332,,"bodywear:lingerie,pyjamas,soutien-gorge",0,,2025-11-07T12:22:35.808869,2025-11-07T12:22:36.326823,http,17,4
tuttirouge.com,Pure Bodywear,0.9333333333333332,0.9333333333333332,,"bodywear:lingerie,bras,briefs",0,,2025-11-07T12:56:36.514481,2025-11-07T12:56:38.029551,http,83,10
oroblu.com,Pure Bodywear,0.9333333333333332,0.9333333333333332,,"bodywear:slip,intimo,reggiseno",0,,2025-11-07T13:31:37.979938,2025-11-07T13:31:41.264257,http,91,10
lingadore.com,Pure Bodywear,0.9328125,0.9328125,,"bodywear:bra,bras,briefs,swimwear,slips;generalist:accessories",0,,2025-11-07T13:29:33.923884,2025-11-07T13:29:35.730785,http,41,9
happyshorts.com,Pure Bodywear,0.9285714285714286,0.9285714285714286,,"bodywear:trunks,boxershorts,unterwäsche",0,,2025-11-07T12:26:55.366340,2025-11-07T12:26:56.124839,http,22,9
hunkemoller.dk,Pure Bodywear,0.9282608695652176,0.9282608695652176,,"bodywear:bodywear,bh;generalist:accessories",0,,2025-11-07T17:11:28.440026,2025-11-07T17:11:28.980304,http,85,10
lovestoriesintimates.com,Pure Bodywear,0.9266666666666666,0.9266666666666666,,"bodywear:lingerie,bras,briefs,pyjamas,loungewear;generalist:accessories",0,,2025-11-07T12:34:27.756045,2025-11-07T12:34:28.268161,http,92,0
lingadore.nl,Pure Bodywear,0.9258333333333334,0.9258333333333334,,"bodywear:bh,slips,badmode,hipster;generalist:accessoires",0,,2025-11-07T12:34:09.330667,2025-11-07T12:34:12.933875,http,41,9
underprotection.eu,Pure Bodywear,0.9243333333333332,0.9243333333333332,,"bodywear:lingerie,bras,briefs,panties,pyjamas;generalist:accessories,bags",0,,2025-11-07T12:56:41.172598,2025-11-07T12:56:41.797838,http,148,8
magicbodyfashion.com,Pure Bodywear,0.9243243243243244,0.9243243243243244,,"bodywear:bra,panties,shapewear;generalist:outerwear,beauty",0,,2025-11-07T13:20:25.499923,2025-11-07T13:20:26.634942,http,94,10
magicbodyfashion.fr,Pure Bodywear,0.9243243243243244,0.9243243243243244,,"bodywear:bra,panties,shapewear;generalist:outerwear,beauty",0,,2025-11-07T16:09:58.765520,2025-11-07T16:09:59.991131,http,94,10
magicbodyfashion.net,Pure Bodywear,0.9243243243243244,0.9243243243243244,,"bodywear:bra,panties,shapewear;generalist:outerwear,beauty",0,,2025-11-07T16:22:27.684335,2025-11-07T16:22:29.032652,http,94,10
wunderwear.dk,Pure Bodywear,0.9232142857142858,0.9232142857142858,,"bodywear:pyjamas,shapewear,loungewear,bh;generalist:sneaker",0,,2025-11-07T16:20:18.759562,2025-11-07T16:20:20.962210,http,97,9
ceceba.com,Pure Bodywear,0.9230769230769232,0.9230769230769232,,"bodywear:pyjamas,loungewear,slips,boxershorts,pyjama",0,,2025-11-07T13:03:11.932992,2025-11-07T13:03:12.506628,http,52,10
marjolaine.fr,Pure Bodywear,0.9230769230769232,0.9230769230769232,,"bodywear:lingerie,pyjamas,maillots,nuit",0,,2025-11-07T13:30:12.384081,2025-11-07T13:30:13.394563,http,40,1
stripeandstare.com,Pure Bodywear,0.9195121951219511,0.9195121951219511,,"bodywear:underwear,bra,bras,knickers,boxers;generalist:bags",0,,2025-11-07T12:54:28.126484,2025-11-07T12:54:29.438669,http,131,9
